주격,이,가,께서,,,
관형격,의,,,,,
목적격,을,를,ㄹ,,,
부사격_수혜격,에,에게,께,한테,,
부사격_원천격,에서,에게서,한테서,,,
부사격_방향격,로,로서,로써,으로,으로서,으로써
부사격_위격,로,로서,로써,으로,으로서,으로써
부사격_도구격,로,로서,로써,으로,으로서,으로써
부사격_시간조사,에,,,,,
부사격_만큼만치,만큼,만치,,,,
부사격_동반격,와,과,랑,이랑,,
부사격_같이처럼,같이,처럼,,,,
부사격_보조사_부터으로부터,부터,로부터,으로부터,,,
