강조,은,2
강조,는,2
강조,ㄴ,2
강조,도,3
강조,만,3
강조,뿐,3
강조,밖에,2
강조,인즉,2
강조,란,2
강조,야말로,2
강조,까지,1
강조,마저,2
강조,조차,3
강조,손,1
강조,치고,1
강조,나,1
강조,든가,1
강조,든지,1
강조,나마,1
강조,부터,2
강조,따라,2
강조,대로,2
양보,은,0
양보,는,0
양보,ㄴ,0
양보,도,0
양보,만,0
양보,뿐,0
양보,밖에,0
양보,인즉,0
양보,란,0
양보,야말로,0
양보,까지,0.1
양보,마저,0.1
양보,조차,0.1
양보,손,0.1
양보,치고,0.1
양보,나,0.1
양보,든가,0.1
양보,든지,0.1
양보,나마,0.1
양보,부터,0.1
양보,따라,0.1
양보,대로,0
